track_id,length_frames
1,52
2,2
3,7
4,60
5,66
6,29
7,68
8,28
9,25
10,35
11,37
12,53
13,26
14,3
15,40
16,51
17,32
18,55
19,2
20,17
21,59
22,23
23,50
24,7
25,3
26,2
27,3
28,3
29,17
30,56
31,57
42,42
44,4
45,41
46,41
47,18
48,21
49,8
32,54
33,51
34,21
35,24
36,54
37,64
38,38
39,10
40,28
41,42
50,16
52,59
53,42
54,28
55,36
57,48
58,24
59,37
61,15
62,30
60,29
63,30
65,18
66,4
67,5
64,19
68,10
69,13
70,8
71,1
72,1
