track_id,length_frames
0,91
1,124
2,124
3,124
4,108
5,124
6,90
7,84
8,124
9,124
10,121
11,124
12,124
13,105
14,123
15,123
16,92
17,121
18,83
19,98
20,121
21,121
22,75
23,88
24,56
25,56
26,52
27,56
28,56
29,56
