frame,cars,police,robber
1,12,2,0
2,15,2,0
3,12,2,0
4,15,2,0
5,15,2,1
6,17,2,0
7,17,2,0
8,14,2,1
9,17,2,0
10,15,2,1
11,17,2,0
12,15,2,1
13,19,1,0
14,14,2,1
15,19,1,0
16,14,2,1
17,19,2,0
18,15,2,1
19,14,2,1
20,14,1,1
21,18,0,0
22,14,1,1
23,17,0,0
24,12,1,1
25,14,2,1
26,12,2,1
27,17,1,0
28,13,2,1
29,20,1,0
30,14,1,1
31,13,4,1
32,17,2,0
33,18,1,0
34,12,2,1
35,17,1,0
36,11,2,1
37,17,2,0
