track_id,length_frames
1,48
2,27
3,51
4,49
5,5
6,7
7,49
8,22
9,21
10,47
11,3
12,33
13,12
14,4
15,43
16,49
17,23
18,30
19,7
20,32
21,13
22,33
23,9
24,35
25,35
26,29
27,1
28,21
29,23
30,23
31,32
34,24
35,24
36,33
37,22
38,5
39,27
40,20
41,19
32,38
33,41
42,1
43,17
44,34
46,26
45,21
47,11
48,25
49,13
51,15
52,27
54,12
53,14
55,19
56,12
57,12
58,11
59,2
60,4
61,2
62,2
