frame,processing_time_ms
1,4086.1904621124268
2,193.53866577148438
3,205.41739463806152
4,206.27117156982422
5,194.6876049041748
6,192.5649642944336
7,200.3765106201172
8,207.9181671142578
9,206.817626953125
10,204.61010932922363
11,210.71696281433105
12,204.02240753173828
13,203.2186985015869
14,201.63774490356445
15,203.13048362731934
16,205.97124099731445
17,211.0135555267334
18,195.4789161682129
19,204.81157302856445
20,197.79729843139648
21,195.21427154541016
22,188.52519989013672
23,189.57042694091797
24,188.98963928222656
25,191.298246383667
26,189.48602676391602
27,190.45305252075195
28,188.15088272094727
29,185.1670742034912
30,188.55619430541992
31,187.1662139892578
32,193.09520721435547
33,193.07613372802734
34,189.0249252319336
35,188.15159797668457
36,192.04068183898926
37,190.47164916992188
38,190.13357162475586
39,196.7155933380127
40,187.7880096435547
41,194.28348541259766
42,190.84596633911133
43,184.4184398651123
44,191.07460975646973
45,192.43907928466797
46,192.19064712524414
47,193.6345100402832
48,204.5881748199463
49,186.65671348571777
50,188.11893463134766
51,189.2695426940918
52,184.65709686279297
53,192.31081008911133
54,186.86175346374512
55,190.3700828552246
56,190.7808780670166
57,186.29741668701172
58,192.1091079711914
59,188.57264518737793
60,187.9897117614746
61,193.8614845275879
62,190.95468521118164
63,194.41819190979004
64,203.83858680725098
65,196.1970329284668
