frame,timestamp,x,y,vx,vy
11,12.032025814056396,148.27499245679542,450.04497120466846,12.952179299942246,-0.5298589820523415
12,12.60833191871643,184.7011644878363,450.49011132695296,63.09697155663127,0.7710662984451353
14,13.167710304260254,204.04205221348158,450.74824519270095,34.63870576678287,0.4623067540085549
16,13.685020446777344,218.52774257570212,450.8229167489991,28.02893111765924,0.14448492654430908
17,14.230647802352905,241.92647150371894,451.06555861928314,42.962723702751816,0.44551803065039297
19,14.759968996047974,254.12076309014128,451.02767236581025,23.03763425586038,-0.07157526492191701
25,16.664790391921997,303.7426711471997,451.2495648465009,26.632005464848863,0.14322642499458133
26,17.0120632648468,310.9092616283947,451.39703086332634,20.558801444531575,0.4230358310113054
27,17.32140564918518,318.23631879832413,451.2501495367477,23.64869528245377,-0.47407187556777347
29,17.88622212409973,324.77769823049783,451.12015002407605,11.61250225079227,-0.23078001347488467
31,18.484803438186646,340.8365314515211,451.1578302504179,26.694600220542334,0.06263584437116008
35,19.75793957710266,372.0736208633631,450.90456047313296,21.87454706206198,-1.9230049876348763
