track_id,length_frames
0,39
1,39
2,39
3,39
4,39
5,39
6,39
7,39
8,39
9,39
10,39
11,39
12,39
13,38
14,37
15,37
16,37
17,29
18,29
19,29
20,16
21,16
22,16
