frame,cars,police,robber
1,11,3,0
2,15,2,0
3,12,2,0
4,15,2,0
5,18,2,0
6,16,2,1
7,18,2,0
8,16,2,1
9,18,2,0
10,18,2,0
11,16,2,1
12,15,2,1
13,18,2,0
14,14,2,1
15,18,1,0
16,15,2,1
17,16,2,1
18,18,1,0
19,16,3,1
20,17,1,0
21,17,1,0
22,16,1,1
23,15,0,1
24,16,1,1
25,17,3,1
26,15,2,1
27,16,1,1
28,17,2,0
29,17,1,1
30,17,1,0
31,12,1,1
32,13,1,1
33,13,0,1
34,14,3,1
35,16,1,1
36,16,1,1
37,14,1,1
