track_id,length_frames
1,10
2,18
3,18
4,2
5,6
6,13
7,20
8,10
9,18
10,18
11,17
12,7
13,6
14,20
15,11
16,10
17,20
18,11
19,7
20,19
21,19
22,19
23,4
24,19
25,19
26,19
27,2
28,3
29,13
30,14
31,19
38,15
39,15
40,15
41,12
42,12
43,15
44,13
32,11
33,16
34,16
35,16
36,16
37,1
46,5
47,4
48,10
51,8
53,8
50,6
45,4
