track_id,length_frames
0,140
1,121
2,195
3,184
4,160
5,120
6,129
7,120
8,121
9,195
10,181
11,142
12,120
13,175
14,83
15,155
16,193
17,174
18,130
19,144
20,191
21,191
22,178
23,116
24,125
25,125
26,117
27,125
28,113
29,125
30,68
31,6
32,6
33,6
34,6
