frame,cars,police,robber
1,15,2,0
2,11,2,0
3,15,2,0
4,13,2,0
5,18,2,0
6,13,2,0
7,13,2,0
8,14,2,0
9,18,2,0
10,12,2,0
11,17,2,0
12,16,2,0
13,13,2,0
14,13,2,0
15,18,2,0
16,12,2,0
17,13,2,0
18,16,2,1
19,16,2,1
20,11,2,0
21,15,2,1
22,11,2,0
23,16,1,1
24,10,2,0
25,15,1,1
26,13,3,0
27,17,1,1
28,13,2,0
29,16,1,1
30,16,0,1
31,10,3,0
32,11,1,0
33,16,1,1
34,12,2,0
35,17,0,1
36,11,2,0
37,10,1,0
38,17,1,1
39,11,1,0
40,17,2,1
41,17,0,1
42,11,2,0
43,11,2,0
44,20,1,1
45,12,2,0
46,18,1,1
47,18,0,1
48,12,0,0
49,9,2,0
50,10,2,0
51,17,1,1
52,11,1,0
53,17,1,1
54,8,1,0
55,8,0,0
56,11,1,0
57,17,1,1
58,17,1,1
59,10,0,0
60,18,0,1
61,9,0,0
62,10,1,0
63,15,1,1
64,10,1,0
65,16,3,1
66,10,0,0
67,11,1,0
68,15,1,0
69,9,1,0
70,15,1,0
71,8,0,0
72,16,0,1
73,11,2,0
74,16,2,1
75,10,2,0
76,11,1,0
77,16,1,1
78,10,3,0
79,15,3,1
80,11,1,0
81,15,2,1
82,15,2,1
83,12,2,0
84,10,3,0
85,14,2,1
86,12,2,0
87,14,2,1
88,14,2,1
89,12,2,0
90,13,1,0
91,16,1,0
92,15,1,0
93,15,1,1
94,15,1,1
95,15,1,0
96,13,1,0
97,15,1,1
98,12,1,0
99,15,1,1
100,11,1,0
101,14,2,0
102,12,1,0
103,16,2,1
104,12,2,0
105,15,2,1
106,15,2,1
107,12,2,0
108,12,1,0
109,15,0,1
110,11,1,0
111,16,1,1
112,17,0,1
113,13,0,0
114,14,1,0
115,16,1,1
116,14,1,0
117,15,2,1
118,16,0,1
119,13,2,0
120,14,1,0
121,17,1,1
122,13,0,1
123,18,0,1
124,19,1,1
125,12,1,1
126,15,3,1
127,17,0,1
128,15,1,1
129,18,1,1
130,17,1,1
131,15,1,1
132,12,2,1
133,18,2,1
134,13,2,1
135,19,2,1
136,16,2,1
137,16,2,1
138,16,1,1
139,17,2,1
140,13,2,1
141,18,0,1
142,16,2,1
143,12,2,1
144,12,2,1
145,15,1,1
146,13,2,0
147,16,1,1
148,16,1,1
149,13,2,0
150,14,2,0
151,16,1,1
152,13,2,0
153,16,2,1
154,17,1,1
155,13,2,0
156,11,1,0
157,15,1,1
158,11,1,0
159,16,3,1
160,20,2,1
161,8,2,0
162,10,2,0
163,17,1,1
164,9,2,0
165,19,1,1
166,21,0,1
167,10,1,0
168,18,1,0
169,13,0,0
170,21,1,0
171,12,2,0
172,19,1,0
173,22,1,0
174,13,1,0
175,12,1,0
176,21,2,0
177,13,1,1
178,23,0,0
179,22,1,1
180,13,1,1
