track_id,length_frames
1,7
2,5
3,13
4,6
5,9
6,9
7,11
8,12
9,7
10,15
11,7
12,15
13,15
14,9
15,17
16,22
17,2
18,2
19,9
20,18
21,2
22,2
23,22
24,19
25,5
26,22
27,2
28,5
29,2
30,13
31,22
33,15
34,15
35,18
36,18
37,3
38,17
39,14
40,14
41,11
42,11
44,8
45,1
46,11
47,5
48,11
32,8
49,4
53,9
52,8
51,6
50,5
54,3
56,2
