frame,active_count
1,13
2,17
3,14
4,17
5,17
6,23
7,17
8,23
9,17
10,23
11,23
12,23
13,17
14,23
15,17
16,23
17,23
18,17
19,20
20,23
21,23
22,20
23,20
24,20
25,20
26,20
27,23
28,20
29,23
30,23
31,20
32,23
33,20
34,20
35,20
36,20
37,23
38,23
39,20
