frame,police_id,can_intercept,time_to_intercept,distance
10,15,0,-1,0.0
10,22,0,-1,0.0
12,15,0,-1,0.0
12,22,0,-1,0.0
14,15,0,3.0,112.38119505809581
14,22,0,3.0,112.38119505809581
16,22,0,3.0,103.8468566284832
18,22,0,3.0,30.064762760540027
19,15,0,3.0,95.15097846789631
20,49,0,-1,0.0
22,49,0,3.0,70.35945114743123
25,15,0,3.0,188.99455372242468
26,49,0,3.0,134.51439638278913
26,15,0,3.0,134.51439638278913
28,49,0,3.0,71.26208540092124
28,15,0,3.0,71.26208540092124
30,49,0,3.0,54.08666876509237
30,15,0,3.0,54.08666876509237
31,49,0,3.0,45.40919049025042
31,15,0,3.0,45.40919049025042
34,49,0,3.0,19.43681811235824
36,49,0,3.0,19.35172087012843
