frame,processing_time_ms
1,4054.1603565216064
2,196.7780590057373
3,193.88794898986816
4,194.02074813842773
5,194.86474990844727
6,183.7775707244873
7,232.8953742980957
8,184.39149856567383
9,198.96602630615234
10,202.03685760498047
11,191.20097160339355
12,186.5391731262207
13,188.64846229553223
14,188.21001052856445
15,185.1358413696289
16,186.8572235107422
17,187.29424476623535
18,185.438871383667
19,187.12139129638672
20,186.61260604858398
21,192.92402267456055
22,188.24458122253418
23,181.4713478088379
24,189.1157627105713
25,191.53881072998047
26,185.9593391418457
27,190.46926498413086
28,187.70480155944824
29,186.10095977783203
30,187.50452995300293
31,192.56329536437988
32,192.657470703125
33,190.415620803833
34,192.72756576538086
35,187.0725154876709
36,184.70406532287598
37,190.27972221374512
38,181.82873725891113
39,192.34943389892578
40,191.1916732788086
41,190.840482711792
42,198.4577178955078
43,187.93821334838867
44,190.0935173034668
45,193.25637817382812
46,190.46449661254883
47,192.7196979522705
48,189.50390815734863
49,186.0792636871338
50,186.16747856140137
51,187.26205825805664
52,183.46881866455078
53,190.18959999084473
54,189.51177597045898
55,192.9936408996582
56,186.40589714050293
57,233.89172554016113
58,193.0382251739502
59,185.8675479888916
60,186.20061874389648
61,187.05415725708008
62,185.85801124572754
63,186.65027618408203
64,200.82569122314453
65,204.8656940460205
66,186.88392639160156
67,193.25971603393555
68,191.01595878601074
69,183.92539024353027
70,189.67771530151367
71,189.7447109222412
72,187.17551231384277
73,191.2217140197754
74,179.98552322387695
75,186.02919578552246
76,188.48705291748047
77,210.36505699157715
78,192.25454330444336
79,189.0103816986084
80,187.06560134887695
81,189.31031227111816
82,187.07680702209473
83,191.82276725769043
84,184.16929244995117
85,190.1834011077881
86,184.56101417541504
87,192.06976890563965
88,188.34185600280762
89,184.07487869262695
90,187.38532066345215
91,188.8415813446045
92,186.01202964782715
93,187.2847080230713
94,194.6873664855957
95,184.10658836364746
96,190.16623497009277
97,186.3703727722168
98,184.2186450958252
99,187.50524520874023
100,185.89162826538086
101,192.0461654663086
102,188.57741355895996
103,186.20753288269043
104,187.50739097595215
105,193.18795204162598
