track_id,length_frames
1,8
2,7
3,14
4,14
5,7
6,2
7,12
8,14
9,14
10,4
11,14
12,8
13,6
14,14
15,9
16,19
17,19
18,2
19,9
20,6
21,7
22,17
23,3
24,19
25,13
26,17
27,2
28,12
29,14
30,19
31,19
37,10
38,10
39,10
40,10
41,10
42,6
43,5
44,7
32,15
33,7
35,14
36,15
34,13
45,6
47,6
50,6
52,5
49,3
54,1
