frame,police_id,can_intercept,time_to_intercept,distance
5,0,1,381.27987299627915,0.0
5,11,1,-1,0.0
7,0,0,3.0,15.298751904608997
7,11,0,-1,0.0
10,0,0,3.0,57.70184121950994
10,11,0,3.0,57.70184121950994
12,0,0,-1,0.0
12,11,0,3.0,27.099316902054532
21,0,0,3.0,123.04719080746702
21,9,0,3.0,123.04719080746702
21,11,0,-1,0.0
23,0,0,3.0,42.94239493981564
23,9,0,3.0,42.94239493981564
23,11,1,1.7999999999999998,25.765436963889385
24,9,0,3.0,49.53546499796242
24,11,0,3.0,49.53546499796242
24,18,0,3.0,49.53546499796242
27,9,0,-1,0.0
27,11,0,-1,0.0
27,18,0,-1,0.0
29,9,0,-1,0.0
29,11,1,2.1,20.71223893278821
29,18,0,3.0,29.58891276112601
35,9,1,-1,0.0
35,11,1,6.8459874087824915,0.0
35,18,1,19.104343066369175,0.0
37,9,0,-1,0.0
37,11,0,3.0,35.8664980488922
37,18,0,3.0,35.8664980488922
38,9,0,-1,0.0
38,11,0,3.0,56.76639454405661
38,18,0,3.0,56.76639454405661
41,9,0,-1,0.0
41,11,0,3.0,81.19355696661343
41,18,0,3.0,81.19355696661343
43,9,0,-1,0.0
43,11,0,3.0,38.80021002688697
43,18,0,3.0,38.80021002688697
45,9,0,-1,0.0
45,11,0,3.0,84.2141220768634
45,18,0,3.0,84.2141220768634
47,9,0,-1,0.0
47,11,0,-1,0.0
47,18,0,3.0,40.008768459346626
53,11,0,3.0,73.22046391486504
53,18,0,3.0,73.22046391486504
55,11,0,3.0,33.611636729386305
55,18,0,3.0,33.611636729386305
56,11,0,3.0,78.28760596532024
56,18,0,3.0,78.28760596532024
68,11,1,-1,0.0
68,18,1,16.05961153211343,0.0
70,11,1,1.9747441191637167,0.0
70,18,1,30.438840402948472,0.0
72,6,1,15.951498517032112,0.0
72,11,1,12.550421592057154,0.0
74,6,1,33.42665613539691,0.0
75,6,1,23.68687116124948,0.0
78,6,1,18.752698373578557,0.0
78,18,1,17.491718556925385,0.0
80,18,1,36.73739370328159,0.0
81,18,0,3.0,73.7593513258443
82,2,0,3.0,29.223595362466554
82,8,0,3.0,29.223595362466554
83,2,0,3.0,157.99800354884542
83,8,0,3.0,157.99800354884542
84,18,1,-1,0.0
85,2,0,3.0,25.59609434595552
85,8,0,3.0,25.59609434595552
88,2,0,3.0,34.5545678949625
88,8,0,3.0,34.5545678949625
89,2,0,3.0,115.90167286522922
89,8,0,3.0,115.90167286522922
91,2,0,-1,0.0
91,8,0,3.0,50.85038292630786
