track_id,length_frames
1,18
2,10
3,24
4,17
5,28
6,24
7,15
8,17
9,28
10,2
11,4
12,20
13,6
14,11
15,17
16,35
17,27
18,33
19,21
20,20
21,2
22,2
23,14
24,23
25,19
26,17
27,2
28,11
29,16
30,35
31,28
32,18
33,16
34,27
44,3
35,19
36,24
37,19
38,24
39,19
40,24
41,5
42,2
43,18
45,17
46,9
47,13
48,17
49,19
50,19
52,14
53,13
54,10
51,7
55,8
56,7
57,7
59,5
61,3
60,4
62,3
