frame,cars,police,robber
1,12,2,0
2,15,2,0
3,11,2,0
4,15,2,0
5,15,2,1
6,17,2,0
7,14,2,1
8,17,2,0
9,15,2,1
10,16,2,1
11,16,2,0
12,15,2,1
13,17,2,0
14,14,1,1
15,14,1,1
16,18,1,0
17,14,0,1
18,14,2,1
19,15,1,1
20,18,1,0
21,15,1,1
22,18,1,0
23,13,2,1
24,17,1,0
25,15,2,1
26,18,1,0
27,15,2,1
28,13,1,1
29,19,0,0
30,15,0,1
31,19,0,0
32,19,0,0
33,13,2,1
