frame,police_id,can_intercept,time_to_intercept,distance
5,0,1,322.3229429381009,0.0
5,11,1,-1,0.0
7,0,0,-1,0.0
7,11,0,-1,0.0
10,0,0,-1,0.0
10,11,0,3.0,26.191139856956028
12,0,0,3.0,125.52154763518152
12,11,0,3.0,125.52154763518152
14,0,0,3.0,69.96071134355935
14,11,0,3.0,69.96071134355935
17,0,0,3.0,73.37121591396559
17,11,0,-1,0.0
19,0,0,3.0,41.762269035460804
19,11,0,-1,0.0
24,0,0,3.0,53.39628632306756
24,11,0,-1,0.0
25,0,0,3.0,69.3559160497446
25,11,0,-1,0.0
27,11,0,-1,0.0
30,11,0,-1,0.0
34,1,0,3.0,41.911178554733375
35,0,0,3.0,57.13164556031855
35,1,0,3.0,57.13164556031855
38,0,0,3.0,61.33852968877653
38,1,0,3.0,61.33852968877653
41,0,0,3.0,83.95357085184347
41,1,0,3.0,83.95357085184347
43,0,0,3.0,64.5543279587821
43,1,0,3.0,64.5543279587821
45,0,0,-1,0.0
45,1,0,3.0,34.849179701311755
47,0,0,3.0,90.66952015002406
47,1,0,3.0,90.66952015002406
49,0,1,45.5830386644142,0.0
49,1,1,21.707425474494094,0.0
50,0,1,-1,0.0
50,1,1,13.426346746415913,0.0
54,0,1,21.283382265409696,0.0
54,1,1,14.302694282048925,0.0
56,0,1,44.64908776305174,0.0
56,1,1,30.104611381963228,0.0
59,0,0,-1,0.0
59,1,0,-1,0.0
62,0,0,-1,0.0
62,1,0,-1,0.0
62,17,0,3.0,63.78036118945951
63,0,0,-1,0.0
63,1,0,3.0,108.01165246992421
63,17,0,3.0,108.01165246992421
66,0,0,-1,0.0
66,1,0,3.0,79.73875962762312
66,17,0,3.0,79.73875962762312
68,0,0,-1,0.0
68,17,0,3.0,30.831734930005126
70,0,0,-1,0.0
70,17,0,3.0,74.4364547736563
72,0,0,-1,0.0
72,17,0,3.0,47.76633319271846
74,0,0,-1,0.0
74,17,0,3.0,95.57293288557601
77,0,0,-1,0.0
77,17,0,-1,0.0
78,0,0,-1,0.0
78,1,0,3.0,58.59043911706294
78,17,0,-1,0.0
82,0,0,-1,0.0
82,17,0,3.0,75.48168015420202
90,17,0,3.0,60.92563574115997
91,13,0,-1,0.0
92,1,0,3.0,131.99348377987442
92,17,0,3.0,131.99348377987442
93,13,0,3.0,115.98437152108745
94,1,0,-1,0.0
94,17,0,3.0,31.006023714506963
95,13,0,-1,0.0
96,1,0,-1,0.0
96,17,0,3.0,30.835663852399477
97,1,0,3.0,30.08495478737393
125,24,1,-1,0.0
126,16,1,38.27797284360498,0.0
126,24,1,1.7199660214668575,0.0
128,16,1,240.86097280292205,0.0
131,16,1,274.4453203594495,0.0
