frame,police_id,can_intercept,time_to_intercept,distance
9,0,0,-1,0.0
9,8,0,-1,0.0
13,0,0,-1,0.0
13,8,0,3.0,118.30290432315081
15,0,0,3.0,63.91704067661203
15,8,0,3.0,63.91704067661203
18,0,0,3.0,140.86255604542447
18,8,0,3.0,140.86255604542447
19,0,0,3.0,69.5596276659965
19,8,0,-1,0.0
19,17,0,-1,0.0
22,17,0,-1,0.0
23,17,0,-1,0.0
24,5,0,3.0,69.26596375869254
24,17,1,2.4,55.412771006954
25,5,0,3.0,67.83587881112754
25,17,0,3.0,67.83587881112754
26,5,0,3.0,67.913961309095
26,17,0,3.0,67.913961309095
28,5,0,-1,0.0
28,17,0,3.0,33.97510786268301
31,5,0,3.0,27.576179018964808
31,17,0,3.0,27.576179018964808
33,5,0,3.0,121.74458903778236
33,17,0,3.0,121.74458903778236
34,5,0,-1,0.0
34,17,0,3.0,64.52794293902696
35,5,0,-1,0.0
35,17,0,3.0,55.43928398360398
36,5,0,3.0,66.28645739262362
36,17,0,3.0,66.28645739262362
39,5,0,3.0,29.040220926276163
