frame,police_id,can_intercept,time_to_intercept,distance
5,18,1,-1,0.0
5,30,1,-1,0.0
8,18,0,-1,0.0
8,30,0,-1,0.0
11,30,0,3.0,104.4038710864117
12,2,1,5.039377531034124,0.0
12,1,1,41.46175410718951,0.0
13,2,0,3.0,102.80260948978365
13,1,0,3.0,102.80260948978365
14,2,0,3.0,98.12320090308828
14,1,0,3.0,98.12320090308828
21,30,0,-1,0.0
24,30,0,3.0,35.75155318684999
27,18,0,3.0,3.2660148938364575
30,18,1,46.603716274738495,0.0
30,30,1,7.840399164901346,0.0
32,18,0,3.0,5.495431937729318
32,30,0,3.0,5.495431937729318
33,18,0,3.0,8.266402236532786
35,18,0,3.0,4.098646731164095
37,18,1,28.175724612400497,0.0
39,18,0,3.0,3.8770721770438796
40,18,0,3.0,6.174823535783456
43,18,1,54.84529173465645,0.0
45,18,1,48.963355765896,0.0
54,18,0,3.0,51.30102232946507
56,18,0,3.0,132.87688814704936
63,48,1,16.987674300149678,0.0
65,48,0,3.0,38.034851316205604
66,48,0,3.0,96.99630109605604
86,48,0,3.0,32.74203117705544
