track_id,length_frames
1,24
2,21
3,32
4,32
5,2
6,16
7,8
8,3
9,32
10,32
11,20
12,32
13,3
14,2
15,20
16,11
17,2
18,13
19,4
20,18
21,10
22,2
23,10
24,28
25,28
26,6
27,18
28,15
29,12
30,24
31,13
32,21
33,6
34,26
35,26
36,18
37,25
38,19
39,5
40,26
41,24
43,29
44,9
45,18
46,20
47,18
48,12
49,1
50,21
51,21
52,7
53,9
54,15
56,15
55,7
57,4
59,11
60,11
58,5
62,9
64,5
63,7
65,5
66,1
