track_id,length_frames
1,10
2,17
3,6
4,17
5,17
6,2
7,2
8,15
9,17
10,17
11,17
12,2
13,17
14,10
15,13
16,20
17,9
18,8
19,20
20,9
21,13
22,9
23,19
24,12
25,18
26,8
27,2
28,2
29,20
30,18
31,20
36,13
37,6
38,13
39,13
40,9
41,13
42,12
43,5
33,16
34,16
35,16
32,1
44,9
45,6
46,9
47,9
48,8
49,8
50,9
51,3
52,3
