track_id,length_frames
0,88
1,76
2,74
3,80
4,88
5,62
6,54
7,88
8,76
9,88
10,71
11,88
12,88
13,88
14,80
15,87
16,87
17,85
18,74
19,85
20,59
21,85
22,85
23,46
24,8
25,8
