track_id,length_frames
0,29
1,29
2,29
3,29
4,29
5,29
6,29
7,29
8,29
9,29
10,29
11,29
12,29
13,29
14,27
15,27
16,27
17,16
18,16
19,16
20,16
21,16
22,16
23,3
