track_id,length_frames
0,95
1,125
2,125
3,84
4,104
5,118
6,125
7,125
8,125
9,125
10,125
11,125
12,125
13,77
14,124
15,124
16,124
17,111
18,122
19,122
20,122
21,73
22,122
23,57
24,5
25,5
26,5
27,5
