frame,active_count
1,17
2,14
3,17
4,19
5,10
6,8
7,8
8,16
9,19
10,19
11,14
12,14
13,20
14,15
15,19
16,13
17,19
18,14
19,14
20,13
21,18
22,14
23,19
24,13
25,18
26,13
27,19
28,19
29,13
30,12
31,17
32,13
33,18
34,18
35,13
36,11
37,17
38,12
39,18
40,14
41,14
42,18
43,13
44,20
45,19
46,11
47,20
48,11
49,11
50,20
51,12
52,11
53,18
54,13
55,20
56,13
57,11
58,20
59,11
60,21
61,20
62,11
