frame,timestamp,x,y,vx,vy
23,14.818043947219849,259.2192972376673,17.473438236584062,-49.44483010542526,-3.7000043690929836
25,15.312131643295288,251.16830566737474,17.147300812050602,-16.266239307912887,-0.6589286982118714
28,16.353590965270996,230.72906595525606,16.9882459242552,-19.63250700627785,-0.1527770231675754
30,16.850086450576782,219.5526600038866,17.298562429741978,-22.499115287124305,0.6246951714910692
32,17.356584548950195,211.88085888127537,17.49148187029534,-15.158461241499396,0.381183220944147
34,18.24609684944153,191.2653883530051,17.863597288425268,-23.123901168691614,0.417393342557136
42,20.598201751708984,139.11768108236868,18.30804571140891,-23.805578702661453,0.5465265101139677
43,20.911609649658203,131.45522702550286,18.34053873769655,-24.551040025459972,0.10410993436514546
46,21.970170974731445,111.04073290526499,18.25913470656118,-19.287151249259246,-0.07690868319146034
48,22.466758728027344,99.05448705915177,18.23956605624799,-24.142733401718463,-0.03941523589689996
57,25.240784883499146,49.830450208669,37.11729955704064,-17.370425552449557,14.122130131855094
61,26.605497360229492,54.208486596172236,60.26288434447852,3.2089578990648047,16.964958844136163
62,26.92034077644348,55.85627226228901,64.49122856524816,5.228480503999483,13.416681415000385
