frame,timestamp,x,y,vx,vy
4,9.477702379226685,37.0,98.0,0.0,0.0
6,9.953412294387817,37.0,109.0,0.0,23.122373712948324
7,10.24918508529663,37.0,120.0,0.0,37.08458811151095
9,10.734418630599976,37.0,153.0,0.0,68.16426159011823
11,11.325967073440552,37.0,163.0,0.0,16.89696819297727
13,11.80805230140686,36.0,173.0,-2.074675997580215,20.746759975802146
14,12.106029510498047,37.0,184.0,3.349553345397453,36.845086799371984
16,12.595392227172852,37.0,184.0,0.0,0.0
18,13.184656143188477,37.0,184.0,0.0,0.0
21,13.852313041687012,36.0,120.0,0.0,20.863146386097416
22,14.491057872772217,36.0,120.0,0.0,0.0
24,15.106350898742676,36.0,120.0,0.0,0.0
47,22.867168426513672,37.0,290.0,0.0,0.0
49,23.430908203125,37.0,290.0,0.0,0.0
54,25.227781057357788,39.0,273.0,1.1136181190643366,-9.46575401204686
56,25.726006746292114,39.0,280.0,0.0,14.020209834255674
61,27.39154291152954,37.0,240.0,0.0,23.102948524557398
62,27.703294277191162,37.0,245.0,0.0,16.049911069885905
63,28.008939027786255,37.0,251.0,0.0,19.71181973341939
64,28.31036067008972,36.0,259.0,-3.306634627589083,26.453077020712666
65,28.625513553619385,37.0,266.0,3.1731087554507846,22.211761288155493
66,28.925252199172974,36.0,225.0,-3.3195390654678993,-136.10110168418387
69,29.702836990356445,37.0,231.0,1.286876589686711,7.7212595381202656
85,34.18967247009277,34.0,380.0,0.0,9.73871155240776
88,34.87856388092041,34.0,388.0,0.0,11.608256652849304
