frame,cars,police,robber
1,12,2,0
2,15,2,0
3,12,2,0
4,15,2,0
5,17,2,0
6,14,2,1
7,17,2,0
8,14,2,1
9,14,2,1
10,17,2,0
11,17,2,0
12,13,2,1
13,19,2,0
14,18,2,0
15,11,2,1
16,11,2,1
17,16,0,0
18,12,1,1
19,12,0,1
20,17,1,0
21,18,1,0
22,13,2,1
23,15,2,1
24,17,1,0
25,14,3,1
26,18,0,0
27,18,2,0
28,12,2,1
29,15,2,0
