frame,police_id,can_intercept,time_to_intercept,distance
5,0,1,-1,0.0
5,11,1,-1,0.0
7,0,0,3.0,72.25215794754891
7,11,0,3.0,72.25215794754891
8,0,1,271.725808963025,0.0
8,2,1,0.8098769594009957,0.0
9,0,0,-1,0.0
9,11,0,3.0,61.371286933135906
10,0,0,3.0,111.08616776405552
10,11,0,3.0,111.08616776405552
11,0,0,3.0,49.67444604707967
11,2,0,3.0,49.67444604707967
12,0,0,3.0,272.0995095164297
13,0,0,3.0,118.42234086242297
13,11,0,3.0,118.42234086242297
14,0,0,3.0,51.148360629825405
15,0,0,-1,0.0
15,11,0,3.0,61.929905468011384
16,0,0,-1,0.0
16,11,0,-1,0.0
17,0,0,3.0,45.842451234418746
17,14,0,3.0,45.842451234418746
18,0,1,-1,0.0
18,14,1,-1,0.0
19,0,1,-1,0.0
19,11,1,-1,0.0
20,0,1,-1,0.0
20,14,1,2.106410834527732,0.0
21,0,1,-1,0.0
21,11,1,-1,0.0
29,0,1,-1,0.0
29,11,1,-1,0.0
31,0,1,-1,0.0
31,11,1,-1,0.0
