frame,processing_time_ms
1,4151.692152023315
2,205.23953437805176
3,205.0025463104248
4,203.60565185546875
5,197.43824005126953
6,196.11263275146484
7,202.4550437927246
8,199.86295700073242
9,201.53188705444336
10,206.46286010742188
11,199.76544380187988
12,201.8566131591797
13,241.84942245483398
14,250.9927749633789
15,238.33394050598145
16,204.254150390625
17,202.5446891784668
18,194.94128227233887
19,201.78842544555664
20,205.47103881835938
21,203.35888862609863
22,202.0699977874756
23,203.28474044799805
24,199.10955429077148
25,206.96258544921875
26,208.05978775024414
27,251.46174430847168
28,198.06814193725586
29,205.97219467163086
30,205.51586151123047
31,200.16050338745117
32,201.97081565856934
33,204.84662055969238
34,206.94375038146973
