frame,police_id,can_intercept,time_to_intercept,distance
11,15,0,-1,0.0
11,17,0,-1,0.0
12,17,0,3.0,189.30504817805152
12,15,0,-1,0.0
14,17,0,3.0,103.92537217923747
14,15,0,3.0,103.92537217923747
16,17,0,3.0,84.08791054267175
16,15,0,3.0,84.08791054267175
17,17,0,3.0,128.8951008707144
17,15,0,3.0,128.8951008707144
19,15,0,3.0,69.11323633087994
19,17,0,3.0,69.11323633087994
25,15,0,3.0,79.89717178972616
26,50,0,-1,0.0
26,15,0,3.0,61.68946008314499
27,50,0,3.0,70.96033958733568
29,50,0,3.0,34.84438565183024
31,15,0,3.0,80.08402111315469
35,30,0,-1,0.0
