frame,timestamp,x,y,vx,vy
10,10.86201000213623,148.28476803836423,449.9890802386944,18.845378444075497,-0.737910086671177
11,11.442508697509766,184.6216005874915,450.51277752262814,62.53902217073878,0.9013310669390062
13,12.069295167922974,205.03132968969086,450.58397085527855,32.536068399703524,0.11349249806882344
16,12.793588399887085,219.1972237348442,450.86232256620536,19.5591448371772,0.38432600246338305
17,13.328285455703735,225.54557728199288,436.7597140334678,11.897504620688027,-26.42982136011617
24,15.448150873184204,334.50661049266006,456.04322894404834,60.79421394160096,-1.5703208016080263
25,15.753249406814575,348.71391092230215,455.68807498192035,46.983055608227495,-1.1744819809206948
26,16.09140634536743,360.6830223130395,455.0982777302236,35.21938008238689,-1.7354917086937103
27,16.398862600326538,372.097682667071,454.70490762631215,37.12353736585044,-1.2793450964142312
28,16.711288452148438,383.824673830165,454.43164142721804,37.53754088155641,-0.8747121045272721
30,17.200756311416626,394.56544549123004,453.6636107597926,21.965878354102973,-1.5706942429511146
33,17.884284496307373,405.99720912254793,453.8175696240514,16.71212570681083,0.22507287380586874
