frame,police_id,can_intercept,time_to_intercept,distance
23,0,0,-1,0.0
23,12,0,-1,0.0
24,0,0,-1,0.0
24,12,0,-1,0.0
27,0,0,3.0,90.48576714809792
27,12,0,3.0,90.48576714809792
29,0,0,3.0,40.422926234447345
29,12,0,3.0,40.422926234447345
30,0,0,3.0,65.36165362481779
30,12,0,3.0,65.36165362481779
33,0,0,-1,0.0
33,12,0,-1,0.0
35,0,0,3.0,41.31782264279991
35,12,0,-1,0.0
38,0,0,3.0,47.208155778999355
38,12,0,-1,0.0
40,0,0,3.0,23.121926614060214
41,0,0,3.0,19.08870553004408
41,5,0,-1,0.0
44,0,0,3.0,43.23673103332948
44,5,0,-1,0.0
46,0,0,-1,0.0
46,5,0,3.0,23.44381702963102
49,0,1,16.20103716801637,0.0
49,5,1,16.944649377755223,0.0
51,0,1,26.3073386435538,0.0
52,0,1,14.768865732948356,0.0
54,0,1,-1,0.0
67,22,0,3.0,90.86117639945098
69,22,0,3.0,63.73700312235203
76,22,0,3.0,81.36421133705454
78,22,0,3.0,35.94189093185312
79,22,0,3.0,68.00460773989124
82,25,0,-1,0.0
82,26,0,-1,0.0
82,34,0,-1,0.0
84,25,0,3.0,35.51956370164825
84,26,0,3.0,35.51956370164825
84,34,0,3.0,35.51956370164825
85,25,0,3.0,69.41442786148068
85,26,0,3.0,69.41442786148068
88,25,0,3.0,72.465707279282
88,26,0,3.0,72.465707279282
90,25,0,3.0,35.96943591365903
90,26,0,3.0,35.96943591365903
128,17,0,-1,0.0
129,17,0,3.0,265.68558166146175
131,17,0,3.0,59.19230246406329
134,17,0,3.0,43.85654491101238
135,17,0,3.0,107.43303600631485
137,17,0,3.0,31.167929230420835
149,15,0,3.0,33.20621580854788
152,15,1,6.643233527016971,0.0
154,15,1,14.721443621865683,0.0
155,15,1,9.788124062089471,0.0
158,15,1,9.860477381299171,0.0
160,15,0,3.0,1244.1607137061362
161,15,0,3.0,70.75083595098815
