frame,processing_time_ms
1,4066.420793533325
2,207.64684677124023
3,193.5129165649414
4,194.86594200134277
5,211.08627319335938
6,205.8112621307373
7,206.37154579162598
8,183.33840370178223
9,195.59097290039062
10,192.36183166503906
11,195.43051719665527
12,209.73849296569824
13,226.43780708312988
14,244.7681427001953
15,225.0680923461914
16,215.5766487121582
17,214.74623680114746
18,213.1936550140381
19,186.83815002441406
20,183.95137786865234
21,219.191312789917
22,270.78938484191895
23,260.88666915893555
24,264.64128494262695
25,236.4201545715332
26,198.6079216003418
27,187.0434284210205
28,188.13109397888184
29,214.77890014648438
30,191.00546836853027
31,187.02268600463867
32,191.12730026245117
33,208.9977264404297
34,186.51628494262695
35,209.46192741394043
36,191.9710636138916
37,199.8732089996338
38,191.4815902709961
39,187.77060508728027
40,188.3223056793213
41,186.58852577209473
42,184.1893196105957
43,181.1363697052002
44,186.9833469390869
45,183.69746208190918
46,188.2345676422119
47,193.05157661437988
48,186.1870288848877
49,188.79437446594238
50,196.21515274047852
51,180.83953857421875
52,186.0649585723877
53,182.830810546875
54,180.32026290893555
55,175.6124496459961
56,179.00872230529785
57,193.64595413208008
58,185.55474281311035
59,177.9639720916748
60,181.0777187347412
61,185.3616237640381
62,187.07871437072754
63,188.25387954711914
64,179.63814735412598
65,191.44821166992188
66,187.1652603149414
67,183.43138694763184
68,184.1566562652588
69,186.448335647583
70,185.2128505706787
71,180.12571334838867
72,187.59703636169434
73,181.52976036071777
74,188.14563751220703
75,186.87129020690918
76,184.4618320465088
77,190.6719207763672
78,193.97497177124023
79,181.55574798583984
80,177.8266429901123
81,179.6886920928955
82,180.13620376586914
83,184.81993675231934
84,181.34760856628418
85,178.99084091186523
86,173.91133308410645
87,179.42571640014648
88,179.6736717224121
89,176.66888236999512
90,176.29718780517578
91,179.24737930297852
92,175.71783065795898
93,177.8275966644287
94,183.09617042541504
95,175.02284049987793
96,176.6643524169922
97,177.21152305603027
98,173.7039089202881
99,176.26357078552246
100,175.57978630065918
101,174.44419860839844
102,174.0431785583496
103,177.4730682373047
104,177.54411697387695
105,181.8983554840088
106,180.4056167602539
107,177.4451732635498
108,173.58946800231934
109,173.97737503051758
110,170.62973976135254
111,172.27792739868164
112,174.58438873291016
113,171.29158973693848
114,171.76270484924316
115,174.0882396697998
116,181.7328929901123
117,177.49595642089844
118,178.67779731750488
119,175.69875717163086
120,174.9589443206787
121,177.0951747894287
122,170.15600204467773
123,174.25203323364258
124,173.88439178466797
125,175.75407028198242
126,172.97077178955078
127,175.919771194458
128,174.99065399169922
129,177.21199989318848
130,177.67643928527832
131,172.560453414917
132,171.1289882659912
133,177.1705150604248
134,177.21915245056152
135,174.22008514404297
136,176.7556667327881
137,175.33159255981445
138,174.60989952087402
139,174.91865158081055
140,175.28748512268066
141,174.32236671447754
142,173.55990409851074
143,172.00446128845215
144,173.52676391601562
145,173.8262176513672
146,174.7591495513916
147,175.7485866546631
148,213.84716033935547
149,202.34203338623047
150,175.1842498779297
151,179.0459156036377
152,171.01144790649414
153,177.79541015625
154,177.87933349609375
155,174.7453212738037
156,173.0327606201172
157,170.78685760498047
158,179.15868759155273
159,179.88848686218262
160,176.95116996765137
161,172.8498935699463
162,169.79551315307617
163,175.8573055267334
164,169.45600509643555
165,178.34091186523438
166,179.72373962402344
167,175.69208145141602
168,170.5620288848877
169,169.85630989074707
170,172.52540588378906
171,181.3826560974121
172,177.51741409301758
173,176.72133445739746
174,172.5165843963623
175,173.4766960144043
176,175.40407180786133
177,169.36421394348145
178,178.28989028930664
179,178.5421371459961
180,171.9799041748047
