track_id,length_frames
1,16
2,16
3,16
4,15
5,16
6,5
7,4
8,13
9,9
10,2
11,10
12,14
13,16
14,18
15,18
16,18
17,18
18,2
19,6
20,16
21,2
22,18
23,18
24,11
25,2
26,18
27,14
28,13
29,6
30,2
31,1
32,2
33,14
34,14
35,12
36,12
37,12
38,12
39,12
40,12
41,12
42,8
43,12
44,2
45,2
46,10
47,8
48,4
50,1
49,3
51,3
