frame,processing_time_ms
1,3766.627311706543
2,186.81955337524414
3,191.1313533782959
4,182.29341506958008
5,184.24129486083984
6,189.93282318115234
7,180.33385276794434
8,183.68792533874512
9,184.32903289794922
10,184.9691867828369
11,186.31601333618164
12,238.18349838256836
13,198.05169105529785
14,185.25981903076172
15,186.39016151428223
16,180.06181716918945
17,184.05437469482422
18,181.03909492492676
19,182.62124061584473
20,180.75919151306152
21,184.6017837524414
22,181.58197402954102
23,185.4531764984131
24,181.21767044067383
25,180.45639991760254
26,184.8466396331787
27,183.86316299438477
28,180.3288459777832
29,183.9463710784912
30,181.86497688293457
31,182.91354179382324
32,181.00309371948242
33,184.97705459594727
34,187.94798851013184
35,188.11368942260742
36,179.78644371032715
37,209.17081832885742
38,197.2830295562744
39,177.81519889831543
40,255.3105354309082
41,194.5486068725586
42,179.60095405578613
43,188.9030933380127
44,182.71493911743164
45,186.97881698608398
46,182.46746063232422
47,187.62469291687012
48,183.42256546020508
49,177.2329807281494
50,180.52077293395996
51,181.4250946044922
52,178.47967147827148
53,183.10928344726562
54,196.7179775238037
55,197.92604446411133
56,182.87181854248047
57,201.04312896728516
58,201.95722579956055
59,193.84479522705078
60,191.8504238128662
61,189.99624252319336
62,190.09923934936523
63,187.42680549621582
64,189.45956230163574
65,181.39982223510742
66,186.22159957885742
67,189.5463466644287
68,190.72818756103516
69,185.14442443847656
70,187.2086524963379
71,176.4657497406006
72,181.92529678344727
73,179.87608909606934
74,179.48293685913086
75,186.3565444946289
76,202.1505832672119
77,185.51278114318848
78,199.8763084411621
79,190.56057929992676
80,198.5013484954834
81,193.4828758239746
82,204.53143119812012
83,206.23350143432617
84,195.5251693725586
85,197.07441329956055
86,195.9390640258789
87,219.77734565734863
88,220.80707550048828
89,193.51863861083984
90,195.61529159545898
91,201.6274929046631
92,195.27220726013184
93,193.2966709136963
94,198.7142562866211
95,193.79329681396484
96,192.9619312286377
97,196.1970329284668
98,190.54937362670898
99,203.97090911865234
100,190.72222709655762
101,178.727388381958
102,177.9952049255371
103,193.5279369354248
104,195.33205032348633
105,191.55168533325195
106,205.40285110473633
107,191.4517879486084
108,192.77501106262207
109,190.92106819152832
110,195.53780555725098
111,195.23882865905762
112,193.16387176513672
113,190.62495231628418
114,193.32003593444824
115,195.2493190765381
116,188.29870223999023
117,190.92059135437012
118,187.84403800964355
119,189.0246868133545
120,181.97989463806152
121,186.22922897338867
122,182.75213241577148
123,187.12663650512695
124,183.98690223693848
125,182.96122550964355
126,181.39362335205078
127,184.50379371643066
128,183.2597255706787
129,182.67393112182617
130,183.52460861206055
131,193.9980983734131
132,188.5685920715332
133,189.71633911132812
134,187.50548362731934
135,195.32442092895508
136,184.74602699279785
137,185.20164489746094
138,192.3203468322754
139,182.07526206970215
140,184.59033966064453
141,189.4240379333496
142,186.10429763793945
143,182.03282356262207
144,185.90712547302246
145,181.4107894897461
146,184.76104736328125
147,186.93280220031738
148,191.02048873901367
149,183.80045890808105
150,186.31339073181152
151,198.90475273132324
152,194.9160099029541
153,256.87623023986816
154,191.880464553833
