frame,processing_time_ms
1,3782.3076248168945
2,185.96935272216797
3,179.86702919006348
4,191.82300567626953
5,197.3865032196045
6,186.6283416748047
7,186.8879795074463
8,182.27696418762207
9,182.8930377960205
10,183.98809432983398
11,176.56946182250977
12,175.72307586669922
13,177.40774154663086
14,179.06999588012695
15,181.4734935760498
16,206.94422721862793
17,209.5654010772705
18,180.13691902160645
19,186.7828369140625
20,182.13629722595215
21,174.5626926422119
22,179.33940887451172
23,175.9164333343506
24,176.0110855102539
25,175.57978630065918
26,212.10861206054688
27,176.0096549987793
28,176.16677284240723
29,178.60126495361328
30,182.56878852844238
31,182.78813362121582
