frame,processing_time_ms
1,3932.3997497558594
2,194.00811195373535
3,195.93095779418945
4,197.7839469909668
5,197.30067253112793
6,199.74350929260254
7,196.98286056518555
8,201.71809196472168
9,197.26800918579102
10,206.1176300048828
11,196.11358642578125
12,204.50878143310547
13,196.23851776123047
14,197.70383834838867
15,190.07158279418945
16,195.2667236328125
17,196.29716873168945
18,219.14935111999512
19,205.05547523498535
20,218.5804843902588
21,228.55734825134277
22,259.07278060913086
23,208.68730545043945
24,193.22729110717773
25,199.41973686218262
26,204.56385612487793
27,219.2556858062744
28,205.13439178466797
29,199.82457160949707
30,266.13545417785645
31,253.53717803955078
32,212.4631404876709
33,216.9177532196045
34,221.20308876037598
35,201.89619064331055
36,198.2262134552002
37,231.7516803741455
38,199.3124485015869
39,193.17126274108887
40,204.4086456298828
41,201.25460624694824
