frame,processing_time_ms
1,3986.3510131835938
2,206.66217803955078
3,202.3317813873291
4,198.58479499816895
5,207.05366134643555
6,201.78985595703125
7,200.10828971862793
8,202.62789726257324
9,210.0052833557129
10,198.8527774810791
11,204.20551300048828
12,198.48155975341797
13,239.96949195861816
14,196.77209854125977
15,203.37200164794922
16,201.90000534057617
17,205.83248138427734
18,202.5582790374756
19,202.15463638305664
20,196.0587501525879
21,201.05242729187012
22,206.24232292175293
23,203.19247245788574
24,200.48928260803223
25,205.90806007385254
26,226.8390655517578
27,227.0050048828125
28,213.76442909240723
29,199.91612434387207
30,205.63387870788574
31,198.79436492919922
32,199.97167587280273
33,199.89466667175293
34,204.47921752929688
35,200.67095756530762
36,229.64072227478027
37,201.2784481048584
