frame,active_count
1,13
2,17
3,13
4,17
5,11
6,9
7,11
8,15
9,10
10,17
11,15
12,15
13,19
14,20
15,15
16,14
17,19
18,13
19,20
20,19
21,14
22,18
23,15
24,15
25,19
26,12
27,17
28,14
29,19
30,13
31,11
32,20
33,12
34,19
