frame,timestamp,x,y,vx,vy
5,8.576071977615356,37.0,120.0,0.0,0.0
7,9.073359727859497,37.0,132.0,0.0,24.084052649182972
8,9.376419305801392,36.0,13.0,0.0,0.0
9,9.562668085098267,37.0,142.0,0.0,20.457095644378633
10,9.859169006347656,37.0,153.0,0.0,37.0287225880185
11,10.039610147476196,36.0,24.0,0.0,16.558148682359892
12,10.403550624847412,36.0,57.0,0.0,90.69983650547657
13,10.69471287727356,37.0,186.0,0.0,39.474113620807664
14,10.993219137191772,35.0,67.0,-1.696484034831624,16.964840348316237
15,11.18011474609375,37.0,196.0,0.0,20.643301822670452
16,11.502074718475342,37.0,207.0,0.0,34.223292019223706
17,11.71725845336914,36.0,78.0,1.3834601743086252,15.218061917394877
18,12.251325845718384,36.0,78.0,0.0,0.0
19,12.56384015083313,37.0,207.0,0.0,0.0
20,12.751185178756714,36.0,78.0,0.0,0.0
21,13.045223236083984,37.0,207.0,0.0,0.0
29,15.660934686660767,37.0,207.0,0.0,0.0
31,16.15039324760437,37.0,207.0,0.0,0.0
