frame,processing_time_ms
1,4072.986841201782
2,188.96079063415527
3,203.55510711669922
4,196.20895385742188
5,187.22867965698242
6,189.55469131469727
7,184.77988243103027
8,191.6661262512207
9,192.54112243652344
10,193.27378273010254
11,195.65343856811523
12,192.16346740722656
13,203.57561111450195
14,199.30601119995117
15,208.21118354797363
16,194.83399391174316
17,195.11866569519043
18,202.18348503112793
19,188.1246566772461
20,195.6617832183838
21,192.6252841949463
22,187.514066696167
23,192.61837005615234
24,193.04776191711426
25,192.94142723083496
26,217.31209754943848
27,191.3313865661621
28,191.0543441772461
29,186.42306327819824
30,187.14237213134766
31,187.50858306884766
32,190.66810607910156
33,185.85467338562012
