frame,police_id,can_intercept,time_to_intercept,distance
10,1,0,-1,0.0
10,6,0,-1,0.0
13,6,0,-1,0.0
13,1,0,-1,0.0
14,6,0,3.0,168.52990136790166
16,6,0,3.0,111.87338524558554
17,6,0,3.0,104.11006920991562
17,1,0,3.0,104.11006920991562
18,6,0,3.0,84.47286474546114
20,6,0,3.0,41.34180487974831
22,1,0,3.0,77.56035472368461
28,1,0,3.0,114.23351153220283
28,50,0,-1,0.0
30,50,0,3.0,56.44945155372287
33,50,0,3.0,35.09842817727582
34,3,0,3.0,111.32612960451112
34,1,0,3.0,111.32612960451112
34,50,0,3.0,111.32612960451112
36,3,0,3.0,65.61412442518014
36,50,0,3.0,65.61412442518014
39,50,0,3.0,34.77905835568166
