frame,processing_time_ms
1,4001.6934871673584
2,202.07738876342773
3,200.79541206359863
4,200.18887519836426
5,199.45120811462402
6,189.49079513549805
7,193.1009292602539
8,189.3784999847412
9,192.3666000366211
10,201.83300971984863
11,186.0969066619873
12,194.97418403625488
13,189.59331512451172
14,188.05956840515137
15,186.57779693603516
16,201.92623138427734
17,186.68389320373535
18,191.6341781616211
19,223.01149368286133
20,188.65227699279785
21,192.60406494140625
22,184.5078468322754
23,194.8227882385254
24,194.7181224822998
25,192.23904609680176
26,190.23895263671875
27,192.32773780822754
28,198.4846591949463
29,193.2365894317627
30,188.22455406188965
31,194.74482536315918
32,208.6482048034668
33,220.9928035736084
34,196.4733600616455
35,185.58907508850098
36,191.33806228637695
37,188.61079216003418
38,194.80633735656738
39,186.0518455505371
40,189.02850151062012
41,185.9438419342041
42,189.10789489746094
43,186.34033203125
44,193.31765174865723
45,193.64094734191895
46,188.6911392211914
47,189.7745132446289
48,190.887451171875
49,194.16213035583496
50,214.5090103149414
51,233.6709499359131
52,205.03497123718262
53,315.5357837677002
54,241.4567470550537
55,202.60357856750488
56,198.61698150634766
57,201.59173011779785
58,219.2702293395996
59,187.41440773010254
60,198.5023021697998
61,190.57178497314453
62,190.5989646911621
63,191.53141975402832
64,190.57202339172363
65,197.57461547851562
66,192.63553619384766
67,192.54708290100098
68,189.73541259765625
69,191.84494018554688
70,199.05638694763184
71,194.4868564605713
72,186.9051456451416
73,191.375732421875
74,189.05305862426758
75,197.6950168609619
76,194.5810317993164
77,194.30088996887207
78,188.2178783416748
79,235.02182960510254
80,192.2597885131836
81,190.7963752746582
82,193.12524795532227
83,198.11201095581055
84,207.2434425354004
85,213.16981315612793
86,216.56250953674316
87,193.01795959472656
88,193.88127326965332
89,195.68896293640137
90,198.90666007995605
91,204.24485206604004
92,200.81138610839844
93,203.49884033203125
94,188.05170059204102
95,193.1614875793457
96,189.43119049072266
97,190.50168991088867
98,194.8244571685791
99,190.45066833496094
100,192.46268272399902
101,190.42539596557617
102,189.06712532043457
103,192.30365753173828
104,190.05846977233887
105,189.78309631347656
106,190.35077095031738
107,188.88497352600098
108,186.7234706878662
109,187.64352798461914
110,188.66372108459473
111,192.76928901672363
112,188.92502784729004
113,188.7805461883545
114,187.0567798614502
115,198.96864891052246
116,186.9809627532959
117,188.01164627075195
118,193.80545616149902
119,189.67556953430176
120,190.83881378173828
121,194.9295997619629
122,190.8888816833496
123,185.06526947021484
124,189.7718906402588
125,192.11602210998535
126,192.74616241455078
