track_id,length_frames
1,12
2,4
3,4
4,14
5,14
6,14
7,13
8,14
9,14
10,2
11,12
12,9
13,12
14,2
15,17
16,21
17,12
18,14
19,7
20,13
21,9
22,21
23,21
24,21
25,2
26,21
27,4
28,10
29,3
30,19
31,21
32,6
34,13
35,17
36,12
37,8
33,3
38,8
39,8
40,7
41,10
42,10
43,8
44,10
45,3
46,11
48,8
49,8
51,6
50,7
53,6
54,4
56,3
