frame,active_count
1,17
2,14
3,13
4,17
5,13
6,11
7,13
8,16
9,11
10,16
11,19
12,16
13,20
14,21
15,16
16,15
17,19
18,15
19,19
20,16
21,16
22,15
23,14
24,15
25,17
26,12
27,17
28,11
29,10
30,17
31,12
32,17
33,18
34,14
35,10
36,14
37,9
38,15
39,15
40,11
41,15
42,15
43,11
44,14
45,16
46,16
47,14
48,11
49,11
50,12
51,11
52,11
53,11
54,12
55,11
56,14
57,13
58,15
59,11
60,15
61,15
62,10
63,15
64,13
65,14
