frame,police_id,can_intercept,time_to_intercept,distance
29,0,0,-1,0.0
29,11,0,-1,0.0
33,0,0,3.0,87.19729341098031
33,11,0,3.0,87.19729341098031
33,16,0,-1,0.0
34,0,0,3.0,60.74855458969497
34,11,0,3.0,60.74855458969497
34,16,0,-1,0.0
35,0,0,3.0,67.72856098196758
35,11,0,3.0,67.72856098196758
35,16,0,-1,0.0
37,0,0,-1,0.0
37,11,0,3.0,41.32565440211545
37,16,0,-1,0.0
38,0,0,-1,0.0
38,11,0,-1,0.0
38,16,0,-1,0.0
40,0,0,3.0,16.336719944189326
40,11,0,-1,0.0
40,16,0,-1,0.0
43,0,0,3.0,9.603493006808941
43,5,0,-1,0.0
43,11,0,-1,0.0
45,0,0,3.0,37.18525542939324
45,5,0,-1,0.0
45,11,0,-1,0.0
47,0,1,34.0827706508867,0.0
47,5,1,-1,0.0
47,11,1,-1,0.0
48,0,1,17.794790579576727,0.0
48,11,1,-1,0.0
51,0,1,-1,0.0
51,11,1,6.5466902656684205,0.0
53,0,0,-1,0.0
54,0,0,-1,0.0
57,0,0,3.0,34.10109468708893
58,0,0,3.0,75.93928677043039
60,0,0,3.0,35.44360296261781
64,0,1,24.438020006493016,0.0
66,0,1,33.41260375212557,0.0
67,11,0,3.0,111.45864948935017
70,11,0,3.0,68.2135801502078
72,11,0,3.0,28.442644979944294
92,2,0,3.0,90.10394165895994
94,2,0,3.0,40.867106391350035
97,2,0,3.0,78.03763037595247
99,2,0,3.0,46.910292711387655
102,2,0,3.0,90.62739303675554
104,2,0,3.0,35.22114347055111
136,22,0,-1,0.0
136,23,0,-1,0.0
138,22,0,-1,0.0
138,23,0,-1,0.0
141,19,0,3.0,48.1155507135187
141,22,0,-1,0.0
141,23,0,-1,0.0
142,19,1,-1,0.0
142,22,1,-1,0.0
142,23,1,18.819011368692372,0.0
144,19,1,-1,0.0
144,22,1,-1,0.0
144,23,1,37.58499069035595,0.0
147,19,1,8.713933139964766,0.0
147,22,1,-1,0.0
147,23,1,-1,0.0
148,19,1,-1,0.0
148,22,1,-1,0.0
148,23,1,-1,0.0
150,19,1,-1,0.0
150,22,1,-1,0.0
150,27,1,28.536909897125952,0.0
151,19,1,14.997819193802467,0.0
152,19,1,-1,0.0
152,22,1,-1,0.0
152,27,1,17.606512615843517,0.0
153,17,0,3.0,1560.2995049033002
153,19,0,-1,0.0
153,22,0,-1,0.0
153,27,0,3.0,1560.2995049033002
