frame,active_count
1,14
2,17
3,14
4,17
5,25
6,17
7,25
8,24
9,25
10,25
11,24
12,24
13,25
14,24
15,25
16,25
17,24
18,24
19,25
20,24
21,25
22,24
23,24
24,24
25,24
26,24
27,24
28,24
29,25
30,24
31,25
