track_id,length_frames
1,8
2,36
3,19
4,46
5,67
6,15
7,12
8,11
9,22
10,69
11,40
12,11
13,32
14,7
15,58
16,2
17,54
18,48
19,6
20,57
21,55
22,12
23,2
24,57
25,26
26,54
27,38
28,1
29,36
30,30
31,57
36,31
37,49
38,55
39,35
40,22
41,48
42,53
43,26
44,53
45,16
32,46
33,59
34,33
35,11
47,31
48,22
49,22
50,47
51,15
53,12
54,14
55,25
46,26
56,18
57,40
59,21
60,31
61,10
62,27
63,6
68,25
64,12
65,26
66,22
67,1
69,6
70,22
72,22
73,17
74,19
75,11
76,13
77,11
78,8
79,6
80,2
71,1
