track_id,length_frames
0,31
1,31
2,31
3,31
4,31
5,31
6,31
7,31
8,31
9,31
10,31
11,31
12,31
13,31
14,29
15,29
16,29
17,26
18,26
19,26
20,26
21,26
22,26
23,26
24,11
