frame,active_count
1,14
2,17
3,13
4,17
5,13
6,10
7,12
8,18
9,19
10,11
11,18
12,17
13,18
14,18
15,16
16,17
17,15
18,18
19,14
20,18
21,14
22,12
23,18
24,13
25,17
26,17
27,16
28,15
29,19
30,16
31,20
32,14
33,12
34,20
35,16
