frame,cars,police,robber
1,12,2,0
2,15,2,0
3,11,2,0
4,15,2,0
5,17,2,0
6,15,2,0
7,17,2,0
8,15,2,0
9,17,2,0
10,15,2,0
11,17,2,0
12,18,2,0
13,14,2,0
14,14,2,0
15,18,2,0
16,18,2,0
17,14,2,0
18,15,2,0
19,16,2,0
20,15,2,0
21,15,2,0
22,15,2,0
23,13,2,1
24,13,2,0
25,12,2,0
26,11,2,0
27,17,2,0
28,13,2,0
29,17,2,0
30,17,2,0
31,12,2,0
32,12,2,1
33,17,2,1
34,12,2,1
35,17,2,1
36,17,2,1
37,12,2,1
38,15,2,1
39,12,2,1
40,12,2,1
41,16,2,1
