frame,cars,police,robber
1,11,3,0
2,15,2,0
3,12,2,0
4,15,2,0
5,17,2,1
6,15,2,1
7,17,2,1
8,15,2,1
9,15,1,1
10,17,1,1
11,13,1,1
12,17,2,1
13,13,2,1
14,17,0,1
15,18,1,1
16,13,2,1
17,14,3,1
18,17,0,1
19,15,1,0
20,17,1,1
21,14,1,1
22,13,1,0
23,13,2,0
24,13,2,0
25,12,2,0
26,16,2,1
27,13,0,0
28,15,1,1
