frame,processing_time_ms
1,3910.0115299224854
2,199.05781745910645
3,204.68664169311523
4,188.73333930969238
5,196.5653896331787
6,194.11611557006836
7,193.1920051574707
8,199.22232627868652
9,199.1751194000244
10,246.23489379882812
11,222.00393676757812
12,209.61856842041016
13,199.34916496276855
14,188.39740753173828
15,190.33336639404297
16,184.25679206848145
17,189.2991065979004
18,183.58707427978516
19,188.53092193603516
20,187.88528442382812
21,185.5618953704834
22,189.558744430542
23,188.70806694030762
24,187.40487098693848
25,182.34515190124512
26,185.2126121520996
27,183.9582920074463
28,185.55474281311035
29,192.0311450958252
30,190.18077850341797
31,187.06655502319336
32,192.01087951660156
33,202.25024223327637
34,193.57609748840332
35,202.16751098632812
36,193.3577060699463
37,195.7089900970459
38,248.20590019226074
39,232.85961151123047
40,241.40334129333496
41,196.2883472442627
42,206.56132698059082
43,217.70381927490234
44,209.42401885986328
45,227.6155948638916
46,193.45760345458984
47,211.3323211669922
48,234.5874309539795
49,219.80929374694824
50,189.66174125671387
51,185.5013370513916
52,189.80026245117188
53,192.98815727233887
54,193.4041976928711
55,187.44540214538574
56,186.80739402770996
57,187.41893768310547
58,181.98156356811523
59,187.42036819458008
60,187.44325637817383
61,183.46595764160156
62,185.73522567749023
63,186.4912509918213
64,191.26152992248535
65,181.36000633239746
66,190.93036651611328
67,187.33501434326172
68,195.85752487182617
69,184.58986282348633
70,189.99767303466797
71,187.34407424926758
72,190.0467872619629
73,192.20733642578125
74,189.81027603149414
75,197.66974449157715
76,198.5182762145996
77,189.87512588500977
78,188.30275535583496
79,183.64238739013672
80,189.3322467803955
81,206.85911178588867
82,196.4433193206787
83,189.1472339630127
84,184.18073654174805
85,182.01947212219238
86,187.79730796813965
87,187.17193603515625
88,188.25769424438477
89,186.26976013183594
90,187.77823448181152
91,182.8474998474121
92,182.71517753601074
93,194.1237449645996
94,190.0808811187744
95,184.4027042388916
96,184.97562408447266
97,184.68952178955078
98,185.38546562194824
99,188.54475021362305
100,185.99724769592285
101,186.4180564880371
102,190.26494026184082
103,182.95884132385254
104,188.5242462158203
105,185.49346923828125
106,191.6658878326416
107,183.80022048950195
108,185.85968017578125
109,179.55470085144043
110,189.3777847290039
111,187.12139129638672
112,185.99319458007812
113,186.1705780029297
114,183.85815620422363
115,185.55021286010742
116,222.14269638061523
117,194.08893585205078
118,187.96825408935547
119,187.50357627868652
120,184.01503562927246
121,186.9359016418457
122,184.50164794921875
123,183.64644050598145
124,185.9304904937744
125,185.70256233215332
