track_id,length_frames
1,4
2,4
3,4
4,4
5,4
6,2
7,4
8,4
9,2
10,2
11,4
12,4
13,4
14,5
15,5
16,5
17,5
18,2
19,5
20,2
21,5
22,2
23,5
24,2
25,2
26,5
27,5
28,2
29,5
30,2
31,1
32,1
33,1
34,1
35,1
36,1
37,1
