track_id,length_frames
1,25
2,34
3,34
4,28
5,16
6,36
7,30
8,36
9,2
10,30
11,3
12,36
13,3
14,16
15,19
16,22
17,27
18,28
19,14
20,18
21,31
22,30
23,14
24,15
25,33
26,33
27,22
28,26
29,26
30,33
31,18
35,27
36,20
37,10
38,21
39,31
40,19
41,8
42,28
43,28
32,15
33,15
34,31
44,2
45,15
46,25
47,17
48,21
49,9
50,13
51,5
52,14
53,12
54,6
55,4
