frame,police_id,can_intercept,time_to_intercept,distance
32,18,0,-1,0.0
32,29,0,-1,0.0
34,18,0,-1,0.0
34,29,0,-1,0.0
37,18,0,3.0,68.6560708962165
39,18,0,3.0,73.43013827519394
40,18,0,3.0,84.52997698031763
40,29,0,3.0,84.52997698031763
43,18,0,3.0,42.57154574754817
45,18,0,3.0,62.23726283104363
51,18,0,3.0,62.62276801063288
70,51,0,3.0,113.23269429356628
72,51,0,3.0,83.52297488743253
74,51,0,3.0,63.66763254556803
74,63,0,3.0,63.66763254556803
76,51,0,3.0,106.3775644820726
76,63,0,3.0,106.3775644820726
78,51,0,3.0,55.92474244160947
78,63,0,3.0,55.92474244160947
82,51,0,3.0,52.39306841223475
82,63,0,3.0,52.39306841223475
84,51,0,3.0,64.6894718604815
84,63,0,3.0,64.6894718604815
86,51,0,3.0,73.03960282414674
86,63,0,3.0,73.03960282414674
89,51,1,218.89018160625216,0.0
89,63,1,13.67002403155834,0.0
91,51,0,-1,0.0
91,63,0,3.0,273.5142287327217
94,51,0,-1,0.0
94,63,0,3.0,60.76574190852731
95,51,0,3.0,148.22427121460248
97,51,0,-1,0.0
99,51,0,-1,0.0
100,51,0,3.0,129.04772452909114
103,51,0,-1,0.0
105,25,0,-1,0.0
105,51,0,-1,0.0
107,20,0,3.0,31.35871320564576
107,25,0,3.0,31.35871320564576
107,51,0,3.0,31.35871320564576
109,51,0,3.0,72.5582879038024
113,51,0,3.0,82.51970764483377
115,51,0,3.0,109.359291143743
117,51,0,3.0,131.3076762759845
117,63,0,3.0,131.3076762759845
119,25,0,3.0,104.97926620191984
120,25,0,3.0,142.3438396947774
120,78,0,-1,0.0
121,3,0,3.0,26.04600523506839
123,25,0,3.0,94.16752534244142
125,25,0,3.0,120.09465062561722
126,25,0,3.0,138.14938593319258
130,51,1,9.866320456551389,0.0
132,51,0,3.0,24.82928692642728
135,51,0,3.0,25.06008167180724
135,25,0,3.0,25.06008167180724
137,51,0,3.0,16.226918550974258
141,78,1,4.413265051421172,0.0
141,25,1,7.235865357555787,0.0
143,25,1,8.211455398490571,0.0
143,78,1,3.4309067697134368,0.0
144,25,1,5.625986234678179,0.0
144,78,1,2.8179758698384445,0.0
