track_id,length_frames
1,50
2,55
3,66
4,38
5,27
6,17
7,71
8,2
9,67
10,58
11,18
12,22
13,2
14,51
15,18
16,78
17,2
18,34
19,46
20,54
21,15
22,50
23,4
24,19
25,38
26,63
27,1
28,16
29,52
30,54
31,65
32,39
33,51
34,44
35,39
36,17
37,11
38,21
39,7
40,33
41,58
42,11
43,16
44,22
45,44
46,20
47,8
48,47
49,8
50,2
51,45
53,59
54,8
55,50
56,9
60,10
58,18
61,18
52,31
62,26
63,29
64,25
59,32
65,29
57,31
66,25
67,29
68,21
69,7
70,25
71,11
74,20
72,24
73,20
75,16
76,1
77,7
78,7
79,8
