frame,police_id,can_intercept,time_to_intercept,distance
9,15,0,-1,0.0
9,19,0,-1,0.0
10,15,0,-1,0.0
10,19,0,3.0,224.601406799652
12,15,0,3.0,86.86521405131359
14,15,0,3.0,75.996502483392
15,15,0,3.0,146.84861342221748
15,19,0,3.0,146.84861342221748
17,19,0,3.0,78.80826121360766
20,19,0,3.0,39.85999500512667
21,15,0,3.0,117.36258134649627
22,15,0,3.0,111.85058482055207
23,15,0,3.0,79.73563603131214
24,15,0,3.0,64.81981701288619
24,52,0,-1,0.0
25,15,0,3.0,66.2226874715194
25,52,0,3.0,66.2226874715194
26,15,0,3.0,66.09295679138256
26,52,0,3.0,66.09295679138256
29,15,0,3.0,26.065727748392156
29,52,0,3.0,26.065727748392156
31,52,0,3.0,88.94696134071991
33,52,0,3.0,63.42111210012301
35,15,0,3.0,54.445050499696244
35,52,0,3.0,54.445050499696244
36,52,0,3.0,90.33878751332814
