track_id,length_frames
0,116
1,132
2,132
3,112
4,126
5,132
6,121
7,132
8,85
9,132
10,132
11,123
12,132
13,132
14,130
15,130
16,130
17,119
18,112
19,119
20,113
21,64
22,64
23,64
24,4
25,4
26,4
27,4
28,4
