frame,police_id,can_intercept,time_to_intercept,distance
8,15,0,-1,0.0
8,17,0,-1,0.0
9,15,0,-1,0.0
9,17,0,-1,0.0
11,15,0,3.0,99.02061482133072
11,17,0,3.0,99.02061482133072
12,15,0,3.0,128.49964839691287
12,17,0,3.0,128.49964839691287
13,15,0,3.0,116.93991469543668
13,17,0,3.0,116.93991469543668
15,15,0,3.0,65.69424171670869
15,17,0,3.0,65.69424171670869
17,17,0,3.0,125.4613163287787
24,15,0,3.0,109.21270628947488
27,15,0,3.0,50.34193857695017
27,54,0,-1,0.0
28,15,0,3.0,111.79157696485098
28,54,0,3.0,111.79157696485098
30,15,0,3.0,59.03398618648326
30,54,0,3.0,59.03398618648326
35,15,0,3.0,7.652463147180898
